guid,proc_name,avg_memory,disk_write_iobytes,disk_read_iobytes,num_runs,cpu_kernel_sec,cpu_user_sec,start_dt,hard_page_faults,io_bytes_other,io_bytes_read,io_bytes_write,peak_memory,tcpip_receivebytes,tcpip_sendbytes,ttl_run_tm_in_ms,udpip_receivebytes,udpip_sendbytes,processornumber,chassistype,modelvendor,model,cpu_suffix,engagement_id,cpu_family,cpucode,cpuname,persona,#ofcores,cpu_stepping,vpro_enabled,ram,age_category,countryname_normalized,os,gfxcard,screensize_category
2e8c01f0edd24017b661ee67ae2745ec,cgminer2.exe,9852,0,910848,1,0,0,2021-12-06,240,8944,0,682,10008,5656,4166,93285,0,0,14 nm     ,Desktop,MSI,MS-7B98,Other,iduu,Core i7,i7-9700,9th Gen i7,Entertainment,8,Intel64 Family 6 Model 158 Stepping 13,Y,32,1-2 years,Denmark,Win10,Radeon RX 5500 XT,>24x
6a0f559ee2be4c02bcf3771173618bc0,cgminer.exe,23903,0,15408640,2,,,2021-12-06,2281,4786,13111,0,24076,0,0,23289,0,0,14 nm     ,Notebook,Asus,X541UV,Core-U,iduu,Core i7,i7-6500U,6th Gen i7,Unknown,2,Intel64 Family 6 Model 78 Stepping 3,N,4,5-6 years,United States of America,Win10,NVIDIA GeForce 920MX,15x
6a0f559ee2be4c02bcf3771173618bc0,cgminer-nogpu.exe,7924,0,0,3,,,2021-12-06,17,7155,1139,0,7968,0,0,9693,0,0,14 nm     ,Notebook,Asus,X541UV,Core-U,iduu,Core i7,i7-6500U,6th Gen i7,Unknown,2,Intel64 Family 6 Model 78 Stepping 3,N,4,5-6 years,United States of America,Win10,NVIDIA GeForce 920MX,15x
6ad19ff57ffe410090164474fe090f9c,cgminer.exe,17440,0,5938688,1,,,2022-02-18,943,10506,1140,0,20384,0,0,3249,0,0,14 nm     ,Desktop,System manufacturer,System Product Name,Core-No suffix,iduu,Core i5,i5-8400,8th Gen i5,Gamer,6,Intel64 Family 6 Model 158 Stepping 10,N,16,3-4 years,"Taiwan, Province of China",Win10,NVIDIA GeForce GTX 1070,23x
6ad19ff57ffe410090164474fe090f9c,cgminer-nogpu.exe,,,,1,,,2022-02-18,,,,,,,,1561,,,14 nm     ,Desktop,System manufacturer,System Product Name,Core-No suffix,iduu,Core i5,i5-8400,8th Gen i5,Gamer,6,Intel64 Family 6 Model 158 Stepping 10,N,16,3-4 years,"Taiwan, Province of China",Win10,NVIDIA GeForce GTX 1070,23x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,41698,0,0,1,,,2022-01-28,0,1847271,0,123031,55912,3240738,2708844,63479152,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,42864,0,0,1,529.21875,454.65625,2022-01-27,0,2531236,0,174732,55912,4410897,3692381,86497871,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,43840,0,0,1,530.46875,454.140625,2022-01-26,0,2518892,0,168374,52484,4414827,3646753,86509600,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,38692,0,23978496,1,180.734375,152.40625,2022-01-25,1218,875029,2085203,155433,43688,1543368,1240207,29905407,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,97284,0,0,1,,,2022-01-25,0,437695,0,30823,98848,747450,645058,14901860,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,89017,0,0,1,568.46875,495.453125,2022-01-24,1,2451959,0,170040,97316,4397137,3729941,86496465,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,80774,0,0,1,562.296875,487.1875,2022-01-23,0,2447401,0,167706,89268,4392011,3729028,86498823,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,72320,0,0,1,542.171875,477.78125,2022-01-22,0,2513195,0,167449,80580,4458673,3723198,86502958,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,63869,0,0,1,531.40625,468.96875,2022-01-21,0,2530392,0,171862,78680,4463782,3722353,86499199,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,64239,0,0,1,530.8125,473.765625,2022-01-20,0,2519461,0,167793,78680,4419483,3710297,86495822,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,67117,0,0,1,520.1875,460.96875,2022-01-19,0,2518422,0,168513,75428,4422616,3700584,86500993,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,58569,0,0,1,535.390625,468.046875,2022-01-18,0,2516539,0,165290,66936,4440865,3684761,86498469,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,50141,0,0,1,542.9375,474.09375,2022-01-17,0,2524095,0,170280,58424,4382763,3673310,86498152,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,41436,0,0,1,497.1406165,435.8281041,2022-01-16,0,2335286,2085203,252170,50100,4015245,3356057,79987980,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,42040,0,25029632,1,0.0000605,0.0003132,2022-01-15,1222,2416423,2085203,257548,50316,4225633,3471501,82735088,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
05497cd3cbc046869721724e1e70f1ac,cgminer2.exe,33509,0,4096,1,0,0,2022-01-13,270,1812211,2113338,1527147,146672,3176488,2586599,61987022,0,0,14 nm,Desktop,Acer,Veriton M4640G,Core-No suffix,iduu,Core i5,i5-6500,6th Gen i5,Web User,4,Intel64 Family 6 Model 94 Stepping 3,Y,16,5-6 years,Russian Federation,Win10,AMD Radeon HD 5700 Series,21x
0142c5dc3e964bb4b4fccea8d92c3299,cgminer.exe,9053,0,128000,1,,,2021-12-01,259,94284,0,0,10292,13795,246,606169,0,0,Unknown,Desktop,To be filled by O.E.M,To Be Filled By O.E.M.,Other,iduu,Other,Unknown,Unknown,Win Store App User,n/a,"",N,32,Unknown,United States of America,Win10,NVIDIA GeForce RTX 2070 SUPER,23x
3d4e5115f6cc4e03802efd68f164d4b6,cgminer.exe,17230,0,0,1,9708.34375,3308.78125,2022-01-17,0,174708423,0,0,17752,472370,26553,7229998,0,0,Unknown,Desktop,Asus,System Product Name,Other,iduu,Other,Unknown,Unknown,Casual User,n/a,"",N,32,Unknown,United States of America,Win11,AMD Radeon RX 6900 XT,>24x
3d4e5115f6cc4e03802efd68f164d4b6,cgminer.exe,15996,0,0,1,7529.40625,2550.546875,2022-01-16,1,134480503,0,0,16580,223472,3520,5610003,0,0,Unknown,Desktop,Asus,System Product Name,Other,iduu,Other,Unknown,Unknown,Casual User,n/a,"",N,32,Unknown,United States of America,Win11,AMD Radeon RX 6900 XT,>24x
3d4e5115f6cc4e03802efd68f164d4b6,cgminer.exe,15545,0,0,1,7522,2561.375,2022-01-15,0,134523811,0,0,16036,186322,3520,5610003,0,0,Unknown,Desktop,Asus,System Product Name,Other,iduu,Other,Unknown,Unknown,Casual User,n/a,"",N,32,Unknown,United States of America,Win11,AMD Radeon RX 6900 XT,>24x
3d4e5115f6cc4e03802efd68f164d4b6,cgminer.exe,13376.5,0,2051072,2,19063.8131993,6437.8750184,2022-01-14,87,358499728,5430,0,16236,528341,88708,16021010,0,0,Unknown,Desktop,Asus,System Product Name,Other,iduu,Other,Unknown,Unknown,Casual User,n/a,"",N,32,Unknown,United States of America,Win11,AMD Radeon RX 6900 XT,>24x
3d4e5115f6cc4e03802efd68f164d4b6,cgminer.exe,12271,4096,54784,2,21625.90625,7014.8749998,2022-01-13,93,1019069534,0,603763,16552,2842532,257883,84620381,0,0,Unknown,Desktop,Asus,System Product Name,Other,iduu,Other,Unknown,Unknown,Casual User,n/a,"",N,32,Unknown,United States of America,Win11,AMD Radeon RX 6900 XT,>24x
3d4e5115f6cc4e03802efd68f164d4b6,cgminer.exe,12112,4096,2673152,1,138.2031249,427,2022-01-12,126,50646506,0,35969,14708,252537,442,7376871,0,0,Unknown,Desktop,Asus,System Product Name,Other,iduu,Other,Unknown,Unknown,Casual User,n/a,"",N,32,Unknown,United States of America,Win11,AMD Radeon RX 6900 XT,>24x
43e0d5916c5a47b8b2ad508a85a145dd,cgminer.exe,26024,0,514048,1,,,2021-12-15,1209,9782,1141,0,26188,0,0,9848,0,0,14 nm     ,Notebook,Lenovo,Lenovo Y520-15IKBM,Core-H,iduu,Core i5,i5-7300HQ,7th Gen i5,Casual User,4,Intel64 Family 6 Model 158 Stepping 9,N,24,3-4 years,Romania,Win10,Intel(R) HD Graphics 630,15x
749f53e71eea4f9f9ee6beea7254e43d,cgminer.exe,124144.6,0,25731072,11,0,0,2022-02-09,2793,51826,42642802,4596219,225028,42575,1562,734695,0,0,14 nm     ,Desktop,Mouse Computer,MP-i1630,Core-K,iduu,Core i7,i7-8700K,8th Gen i7,Content Creator/IT,6,Intel64 Family 6 Model 158 Stepping 10,Y,32,3-4 years,Japan,Win11,Intel(R) UHD Graphics 630,23x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,10714,0,0,2,35.0625,54.609375,2022-02-22,0,121692827,0,0,10928,4515189,124397,173122070,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,10665.5,0,0,2,38.84375,57.828125,2022-02-21,0,121645250,0,0,10892,4028066,121233,173133314,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,10662.5,0,0,2,37.59375,57.828125,2022-02-20,0,121669997,0,0,10892,4055879,116525,173119020,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,10597.5,0,0,2,36.078125,55.75,2022-02-19,43,121670233,0,0,10872,4330370,125985,173111830,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,10399.5,0,0,2,37.4375,53.109375,2022-02-18,2,121360929,0,0,10748,4524556,130359,172810076,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,10269,0,36864,2,36.28125,51.9375,2022-02-17,3,121670054,0,0,10652,4367696,126547,173100928,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,9973.5,0,4020224,2,13.6562499,21.0781243,2022-02-16,190,45715235,0,0,10592,1514690,45968,65150675,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,67691,0,540672,2,,,2022-02-09,235,63049226,0,0,144116,2366295,64242,89885447,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,89709.5,0,0,2,333.890625,67.71875,2022-02-09,52,121383823,0,0,144116,4562253,124453,172791812,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,97624,0,65536,2,302.875,66.859375,2022-02-07,3,121406396,0,0,144116,4501795,131987,172787854,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,97438,0,679936,2,294.703125,64.71875,2022-02-06,26,121389402,0,0,144116,4479890,129595,172821624,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,96878.5,0,1649664,2,360.734375,140.609375,2022-02-05,110,110539677,0,0,144116,3916566,86184,172781976,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,12458.5,0,548864,2,70.234375,76.59375,2022-02-04,20,115283096,0,0,131096,4447215,106694,172901368,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,5656,0,0,2,34.71875,53.140625,2022-02-03,0,121424651,0,0,10464,4595654,115997,172818124,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,5493,0,0,2,36.125,56.328125,2022-02-02,1,121341441,0,0,10464,4685435,117371,172769784,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,5456.5,0,0,2,38.265625,57.234375,2022-02-01,0,121660149,0,0,10464,4723562,123834,173124530,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,5404.5,0,0,2,35.21875,54.8125,2022-01-31,0,121650878,0,0,10464,4415151,124822,173121210,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,5324,0,0,2,34.921875,54.140625,2022-01-30,0,121678609,0,0,10464,4475872,129248,173119854,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,4718,0,551936,2,35.078125,52.765625,2022-01-29,28,121537878,0,0,10464,4662820,128918,173119530,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,6905,0,28672,2,47.015625,50.75,2022-01-28,2,121428704,0,0,10464,4580691,122439,172781544,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,10123,0,0,2,33.171875,52,2022-01-27,0,121429160,0,0,10464,4722973,122616,172801384,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,60614.5,0,85504,4,9.9062498,14.8124976,2022-01-25,47,103994018,0,0,399652,4642221,77046,173093081,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,521555,0,499712,2,1692.421875,149.65625,2022-01-24,27,97587373,0,0,933772,4217247,67990,173121322,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,359957.75,0,1213952,4,21.3281248,31.5937477,2022-01-24,718,108284332,9936,1269341,1185968,4613833,87464,173092567,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,278011,0,2514944,2,1129.65625,143.390625,2022-01-23,268,97623227,0,0,638764,4339830,62691,173119272,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,67602,0,8511488,2,708.40625,221.5625,2022-01-22,917,97391407,0,0,284664,4651422,63965,172939086,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,23671,0,1728512,2,248,265.703125,2022-01-21,254,111368877,0,0,155832,4634107,97242,173029702,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,116095.333333333,0,2564608,6,131.0624998,216.312498,2022-01-19,352,117113469,0,0,684880,4359986,116131,172850691,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,203898,0,0,2,513.8125,137.9375,2022-01-19,29,97305829,0,0,653544,4300392,67822,173101488,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,14450,0,0,2,72.1875,73.078125,2022-01-18,0,114751861,0,0,146556,4394847,107391,173102202,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,4762,0,728064,2,33.078125,49.25,2022-01-17,31,121677258,0,0,10496,4030455,124591,173111498,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,9470,0,81920,2,45.828125,55.6875,2022-01-16,3,121417324,0,0,10496,4177373,131097,172901434,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,56613.8,0,93184,5,18.9843748,31.4843735,2022-01-14,39,112288158,10488,0,342128,4200858,102138,172985475,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,15547.6666666667,0,3924480,3,48.9218748,43.9218737,2022-01-13,190,47207656,5166,0,143448,1819211,42008,76348913,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
c62610be4cf14a1e87d3b8dfebf16f06,cgminer.exe,5871,0,0,2,,,2022-01-12,2,99759576,0,0,10644,3623359,100309,141973656,0,0,14 nm,2 in 1,Lenovo,Lenovo YOGA 720-13IKB,Core-U,iduu,Core i5,i5-7200U,7th Gen i5,Casual Gamer,2,Intel64 Family 6 Model 142 Stepping 9,N,8,4-5 years,United States of America,Win10,Intel(R) HD Graphics 620,13x
